,0,1,2,3,4,5,countries,topics,tweet_clean
2205,1.56e+18,2022-08-17 08:37:21+00:00,"Those blustering for Putin-Russia have turned to fear-mongering about high prices, but German wholesale prices fell again for the first time. #putin #russia #ukraine #selenskyj #ukraineRussianwar #russiainvadedukraine #ukrainewar #russiaterroriststat #visabanforrussians #scholz https://t.co/LxHAASNtRP",London,2,3,United Kingdom,Europe,Those blustering Putin-Russia turned fear-mongering high prices German wholesale prices fell first time
2207,1.56e+18,2022-08-17 08:37:09+00:00,"Russia's success in overcoming sanctions will lead the West to cut aid to Ukraine, This is what foreign analysts say, noting that Moscow retains the initiative not only in military operations, but also in the economy, https://t.co/kTbcP6ogIj",London,0,2,United Kingdom,Europe,Russia success overcoming sanctions lead West Ukraine This foreign analysts noting Moscow retains initiative military operations also economy
2208,1.56e+18,2022-08-17 08:37:01+00:00,"🚨❗Another university destroyed by the Russians in the city of Mykolaiv this night. The Russians are destroying all educational institutions in Ukraine. ❗They proved by their own example that the dumb are easier to manage.
#UkraineRussiaWar #Ukraine #Russia #RussianWarCrimes https://t.co/TXw3SoLpbb",London,0,1,United Kingdom,Europe,Another university destroyed Russians city Mykolaiv night Russians destroying educational institutions Ukraine They proved example dumb easier manage
2209,1.56e+18,2022-08-17 08:36:17+00:00,"For us to expel the occupiers from Ukraine, every day must make it more and more difficult for Russia to wage a war - address by President Volodymyr Zelenskyy — Official website of the President of Ukraine: https://t.co/LQa7kf11la",London,0,0,United Kingdom,Europe,expel occupiers Ukraine every must make difficult Russia wage address President Volodymyr Zelenskyy Official website President Ukraine
2210,1.56e+18,2022-08-17 08:36:06+00:00,"Norway’s $1.3 trillion sovereign wealth fund, the world’s biggest, posts a loss in the first half as rate hikes, surging inflation and Russia’s invasion of Ukraine spurred volatility https://t.co/KD56AIU6US",London,17,39,United Kingdom,Europe,Norways trillion sovereign wealth fund worlds biggest posts loss first half rate hikes surging inflation Russias invasion Ukraine spurred volatility
2211,1.56e+18,2022-08-17 08:36:00+00:00,"So following the invasion of Ukraine and the resulting fall out...who are the big losers and winners? Winners are OPEC members and major oil/NG producers including Russia and US. Losers are Europe, Europe and Europe due to suicidal energy policy over last decade.",London,1,13,United Kingdom,Europe,following invasion Ukraine resulting fall losers winners Winners OPEC members major oil/NG producers including Russia Losers Europe Europe Europe suicidal energy policy last decade
2212,1.56e+18,2022-08-17 08:35:51+00:00,Analysis: Action wanes at U.N. to isolate Russia almost six months into Ukraine war | Reuters https://t.co/Vwz58t0Ax2,London,0,0,United Kingdom,Europe,Analysis Action wanes U.N. isolate Russia almost months Ukraine Reuters
2216,1.56e+18,2022-08-17 08:35:49+00:00,"""Neutrality is not an option"" - forget your mining deals with Russia and open your hearts, minds, conscience, #SouthAfrica @PresidencyZA @DIRCO_ZA while #Ukraine still bleeds https://t.co/6Z5L6d52tp",London,1,0,United Kingdom,Europe,Neutrality option forget mining deals Russia open hearts minds conscience still bleeds
2217,1.56e+18,2022-08-17 08:35:40+00:00,"Okay, for an MA course on International Intervention for students on a Global Conflict specialisation, can anyone please recommend a shareable longer read - or even good quality video - on Russia's war on Ukraine that isn't full of stupid takes?",London,2,3,United Kingdom,Europe,Okay course International Intervention students Global Conflict specialisation anyone please recommend shareable longer read even good quality video Russia Ukraine full stupid takes
2218,1.56e+18,2022-08-17 08:35:29+00:00,"Since the beginning of the war in #Ukraine, #Türkiye and President Erdoğan have been actively involved in every concrete and result-oriented initiative with an aim to end the war or at least alleviate the consequences. Grain deal was a big succes brockered by Türkiye and the #UN. https://t.co/lZvsWcWgqf",London,11,11,United Kingdom,Europe,Since beginning President Erdoan actively involved every concrete result-oriented initiative least alleviate consequences Grain deal succes brockered Trkiye
2219,1.56e+18,2022-08-17 08:35:14+00:00,"Russia’s war Against Ukraine: Day 175, Aug 17 – Update 1

– UN chief to visit #Ukraine
– Cyberattack against Kyiv’s nuclear operator
– #Russia cries ‘sabotage’ in #Crimea
– #Putin accuses #US
– #UN grain ship sets sail

Read more on our website. 
https://t.co/R1vL1ZbvDB",London,15,43,United Kingdom,Europe,Russias Against Ukraine Update chief visit Cyberattack Kyivs nuclear operator cries sabotage accuses grain ship sets sailRead website
2220,1.56e+18,2022-08-17 08:35:10+00:00,"Satellite images show the destroyed Russian base near Dzhankoy
https://t.co/Wp6Wfv4UMI
#Ukraine #UkraineRussianWar #Dzhankoy #CrimeaIsUkraine https://t.co/PlnuE2ODxl",London,0,0,United Kingdom,Europe,Satellite images show destroyed Russian base near Dzhankoy
2221,1.56e+18,2022-08-17 08:35:01+00:00,"⚡️ #Russian forces launched offensive near Lebyazhe and Bazaliivka, clashes ongoing, - General Staff of Armed Forces of #Ukraine says in the morning report.
#Ukraine #Russia #UkraineRussiaWar",London,0,0,United Kingdom,Europe,forces launched offensive near Lebyazhe Bazaliivka clashes ongoing General Staff Armed Forces says morning report
2253,1.56e+18,2022-08-17 08:30:01+00:00,"Indonesian President Joko Widodo on Tuesday hailed his country’s growing stature on the global stage and reiterated calls for the Southeast Asian nation to be a “bridge of peace” between Russia and Ukraine. 

READ: https://t.co/QdsEejHjml https://t.co/LcRHRETJO1","London, England",0,0,United Kingdom,Europe,Indonesian President Joko Widodo Tuesday hailed countrys growing stature global stage reiterated calls Southeast Asian nation bridge peace Russia Ukraine READ
2254,1.56e+18,2022-08-17 08:30:00+00:00,"Russia has been a major player in the events of world history, and that still remains true, with the Russian war with Ukraine being one of the most significant global events at present.
.
#Significant #Global #World #Event #Events #Player #History #HIstorical #War #Battle #Rule https://t.co/5EhK8dGDAR","London, England",0,0,United Kingdom,Europe,Russia major player events world history still remains true Russian Ukraine significant global events present
2256,1.56e+18,2022-08-17 08:29:20+00:00,A friend from Russia messaged me yesterday. Not a words about Ukraine. Not a single word. “When the war started”… She fled to Israel but gosh… “when the war started”.,"London, England",7,140,United Kingdom,Europe,friend Russia messaged yesterday words Ukraine single word When started fled Israel gosh started
2257,1.56e+18,2022-08-17 08:29:14+00:00,"‼️ Attack on Soledar

Tank units of the 6th separate motorized rifle Cossack regiment of the LPR army are fighting near the city of Soledar. #Russia #Ukraine https://t.co/ZHB0mXDbjS","London, England",0,1,United Kingdom,Europe,Attack SoledarTank units separate motorized rifle Cossack regiment army fighting near city Soledar
2260,1.56e+18,2022-08-17 08:28:46+00:00,"❗Meanwhile, residents of the Yaroslavl region of the Russian Federation are being urged to go to war directly through housing and communal services payments.
#UkraineRussiaWar #Russia #Russians #StopRussianAggression #EU #USA #UK #ArmUkraineNow https://t.co/QR7hOaWd1u","London, England",0,0,United Kingdom,Europe,Meanwhile residents Yaroslavl region Russian Federation urged directly housing communal services payments
2261,1.56e+18,2022-08-17 08:28:38+00:00,Ukraine war: Thousands of Jews quit Russia amid fears of persecution https://t.co/H4zhcqr2k0,"London, England",0,1,United Kingdom,Europe,Ukraine Thousands Jews quit Russia amid fears persecution
2262,1.56e+18,2022-08-17 08:28:33+00:00,#Watch | Russian President Vladimir Putin accuses U.S of prolonging Russia-Ukraine conflict https://t.co/9DNCfyEpIX,"London, England",2,20,United Kingdom,Europe,Russian President Vladimir Putin accuses prolonging Russia-Ukraine conflict
2263,1.56e+18,2022-08-17 08:28:22+00:00,"Russia Ukraine War: Thousand of Jews Quit Russia Amid Fears of Persecution

#Russia #RussianUkrainianWar #UkraineRussiaWar #UkraineWar #UkraineRussianWar #latestnews https://t.co/zz8unsgPOP","London, England",0,1,United Kingdom,Europe,Russia Ukraine Thousand Jews Quit Russia Amid Fears Persecution
2264,1.56e+18,2022-08-17 08:28:18+00:00,"""The first U.N. ship transporting Ukrainian grain to Africa has set sail."" by BY CARLY OLSON AND FARNAZ FASSIHI via NYT New York Times https://t.co/qY1jHIeDnu","London, England",0,0,United Kingdom,Europe,first U.N. ship transporting Ukrainian grain Africa sail CARLY OLSON FARNAZ FASSIHI York Times
2265,1.56e+18,2022-08-17 08:28:03+00:00,"Master and Slave in foreign affairs

https://t.co/MH0CQB7b8j

#kallipolis
#ukraine #UkraineRussiaWar #UkraineWar 
#suwalki #kaliningrad #Russia 
#plato #hegel #marx #classicaltwitter
@ELuttwak","London, England",0,0,United Kingdom,Europe,Master Slave foreign affairs
2267,1.56e+18,2022-08-17 08:27:43+00:00,"#UKRAINE 🇺🇦

THE LEAD UP TO WAR, AFTER THE WAR

A fascinating article on…

▪️The lead up to #UkraineRussianWar
▪️#NATO expansionism
▪️Miscalculations over 🇺🇦
▪️A clash of empires
▪️Outlook for #Russia 🇷🇺 , #China 🇨🇳 &amp; #TheWest 🇺🇸🇪🇺🇬🇧

#UkraineRussiaWar #UkraineWar #Europe #USA https://t.co/QOtkQERNiN https://t.co/9QtkRUefA0","London, England",0,0,United Kingdom,Europe,LEAD AFTER WARA fascinating article onThe lead expansionismMiscalculations clash empiresOutlook
2268,1.56e+18,2022-08-17 08:27:13+00:00,"""So far, Russia has been relatively free to push its anti-air umbrella deeper into Ukrainian-controlled territory, making swathes of the sky too dangerous for the Ukrainian aircraft ... The appearance of HARM could begin to challenge this situation"" https://t.co/r0OwTwLfHc","London, England",12,59,United Kingdom,Europe,Russia relatively free push anti-air umbrella deeper Ukrainian-controlled territory making swathes dangerous Ukrainian aircraft appearance HARM could begin challenge situation
2269,1.56e+18,2022-08-17 08:26:39+00:00,President Zelensky can #Veto5371 -- a bill that strips protections from millions of workers. Ask him now: https://t.co/OjPaHHhyGL #Ukraine,"London, England",0,0,United Kingdom,Europe,President Zelensky bill strips protections millions workers
2270,1.56e+18,2022-08-17 08:26:29+00:00,Russia-Ukraine-USA/NATO VI: From war propaganda to peace journalism https://t.co/y0yyUoatXX via @https://twitter.com/propagandafocus,"London, England",2,6,United Kingdom,Europe,Russia-Ukraine-USA/NATO From propaganda peace journalism
2271,1.56e+18,2022-08-17 08:26:11+00:00,https://t.co/DEUfSK4uGD Russia’s war on Ukraine: What you need to know right now https://t.co/6XcYnToftP https://t.co/ycNkIUjyUF,"London, England",0,0,United Kingdom,Europe,Russias Ukraine What need know right
2273,1.56e+18,2022-08-17 08:26:09+00:00,https://t.co/7woZ55Wi2T  Excellent perspective on the European war.,"London, England",2,2,United Kingdom,Europe,Excellent perspective European
2278,1.56e+18,2022-08-17 08:26:06+00:00,"MX24 NEWS: Nations League: Scotland’s away tie with Ukraine to be held in Poland: Scotland’s final Nations League game away to Ukraine on 27 September will be played in Krakow, Poland. The tie – moved because of Russia’s ongoing invasion of Ukraine –… https://t.co/1hO5AyX1mB https://t.co/pBKiKSHm8w","London, England",0,1,United Kingdom,Europe,MX24 NEWS Nations League Scotlands away Ukraine held Poland Scotlands final Nations League game away Ukraine September played Krakow Poland moved Russias ongoing invasion Ukraine
2281,1.56e+18,2022-08-17 08:26:03+00:00,Ukraine ‘could lose crops for at least 100 years due to metal pollution caused by Russian invasion’ - The Independent https://t.co/irEupo9alZ,"London, England",0,0,United Kingdom,Europe,Ukraine could lose crops least years metal pollution caused Russian invasion Independent
2283,1.56e+18,2022-08-17 08:25:53+00:00,"All roads lead to #Kaliningrad
https://t.co/oCIf4uEeAW

#kallipolis
#ukraine #UkraineRussiaWar #UkraineWar 
#poland #lithuania #estonia #finland #baltic #prussia
@kajakallas @MarinSanna","London, England",0,0,United Kingdom,Europe,roads lead
2285,1.56e+18,2022-08-17 08:25:02+00:00,"A host of factors like the #Covid19 pandemic, global warming, fuel and food crisis, coupled with the ongoing #RussiaUkraineWar have made the lives of children across the globe harder, said Nobel Laureate #KailashSatyarthi. 

https://t.co/VhGS4vP3Xq","London, England",0,9,United Kingdom,Europe,host factors like pandemic global warming fuel food crisis coupled ongoing made lives children across globe harder said Nobel Laureate
2286,1.56e+18,2022-08-17 08:25:00+00:00,"Proof Putin's A Putz

https://t.co/S5N0zJxS8n","London, England",2,0,United Kingdom,Europe,Proof Putin Putz
2287,1.56e+18,2022-08-17 08:24:33+00:00,Russia just attacked unprovoked. Because russians are uniquely savages &amp; Ukraine civilised Europeans. https://t.co/IvRxy933Qa,"London, England",0,1,United Kingdom,Europe,Russia attacked unprovoked Because russians uniquely savages Ukraine civilised Europeans
2290,1.56e+18,2022-08-17 08:24:19+00:00,"Off now to post some videos on YouTube. If anyone's able to make a small donation to keep me supporting and reporting on #Ukraine, I'd be truly grateful. Damn proud to say, I'm now into my 9th year of doing so. 
https://t.co/CZb6lu9GIr https://t.co/v2CUzJByZG","London, England",35,150,United Kingdom,Europe,post videos YouTube anyone able make small donation keep supporting reporting truly grateful Damn proud year
2291,1.56e+18,2022-08-17 08:24:07+00:00,https://t.co/DEUfSK4uGD Putin blow as two of the 'most important' Russian airfields in Crimea rocked by shelling https://t.co/AFtfRgdsqX https://t.co/kkxiVTqnWN,"London, England",0,0,United Kingdom,Europe,Putin blow 'most important Russian airfields Crimea rocked shelling
2293,1.56e+18,2022-08-17 08:23:41+00:00,Russia occupying 9 of 18 Ukraine's ports plus destroyed 2. Despite of grain exports general sea blockade goes on. Our story https://t.co/CDPHaj1CdK,"London, England",1,2,United Kingdom,Europe,Russia occupying Ukraine ports plus destroyed Despite grain exports general blockade goes story
2297,1.56e+18,2022-08-17 08:23:36+00:00,"🤯😂Russian propagandists blame British intelligence services for the explosions of military warehouses near Dzhankoy. 
#UkraineRussiaWar #Ukraine #Russia #StandWithUkraine #EU #USA #UK #ArmUkraineNow https://t.co/bmahwhnDUU","London, England",0,1,United Kingdom,Europe,Russian propagandists blame British intelligence services explosions military warehouses near Dzhankoy
2299,1.56e+18,2022-08-17 08:23:33+00:00,"In the #Artemivsk (#Bakhmut) direction, as a result of a concentrated fire strike on the positions of the 72nd Motorized Infantry Brigade of the Armed Forces of #Ukraine, more than 50 soldiers were destroyed, as well as six pieces of military equipment in the area of Artemivsk.","London, England",0,4,United Kingdom,Europe,direction result concentrated fire strike positions Motorized Infantry Brigade Armed Forces soldiers destroyed well pieces military equipment area Artemivsk
2300,1.56e+18,2022-08-17 08:23:32+00:00,"Director of US National Intelligence Avril Haines briefed allies in Brussels last November, the French and German officials dismissed warnings that Russia was planning to invade Ukraine. “Only the British and the Baltic states were fully on board,” the piece says.","London, England",0,0,United Kingdom,Europe,Director National Intelligence Avril Haines briefed allies Brussels last November French German officials dismissed warnings Russia planning invade Ukraine Only British Baltic states fully board piece says
2302,1.56e+18,2022-08-17 08:23:23+00:00,"#Putin's plan to #partitionRussia
https://t.co/XK1OK6KkOZ

#kallipolis
#ukraine #UkraineRussiaWar #UkraineWar 
#partition #stolypin #russia","London, England",0,0,United Kingdom,Europe,plan
2305,1.56e+18,2022-08-17 08:22:55+00:00,"The Russia-Ukraine war has put the spotlight on the importance of diversification for investors. 

UK investors can use this scheme to diversify their portfolios even as the government pays them to do it. 

Find out now: https://t.co/8kbS2VAJrB

#EISupdate2022 #EIS #CPD #IHT https://t.co/eEpm3edas0","London, England",0,0,United Kingdom,Europe,Russia-Ukraine spotlight importance diversification investors investors scheme diversify portfolios even government pays Find
2307,1.56e+18,2022-08-17 08:22:28+00:00,"What a foolish argument! President @ZelenskyyUa said, in interview with the @washingtonpost, if he had warned #Ukrainian about #Russian invasion in advance, #Russia would have captured #Ukraine in 3 days. #USA
#RussiaUkraineWar #russiaisaterrorisstate #UkraineRussianWar","London, England",0,0,United Kingdom,Europe,What foolish argument President said interview warned invasion advance would captured days
2310,1.56e+18,2022-08-17 08:21:58+00:00,Russia’s war on Ukraine: What you need to know right now https://t.co/bFNyjwzeSp,"London, England",0,0,United Kingdom,Europe,Russias Ukraine What need know rightnow
2312,1.56e+18,2022-08-17 08:21:55+00:00,Signed! https://t.co/1OvBHMv6RQ #WorkersRights #Ukraine,"London, England",0,0,United Kingdom,Europe,Signed
2313,1.56e+18,2022-08-17 08:21:46+00:00,"Team OneFist, a new breed of cyber warriors fighting for Ukraine, has muscled its way to the cyber frontlines with Russia with some spectacular attacks, and the latest they carried out was on the Kupros Paper Mill. https://t.co/JVqakWWYA7","London, England",0,0,United Kingdom,Europe,Team OneFist breed cyber warriors fighting Ukraine muscled cyber frontlines Russia spectacular attacks latest carried Kupros Paper Mill
2317,1.56e+18,2022-08-17 08:21:20+00:00,"UA_struggle: If anyone thinks that Russia is now waging war only on the territory of Donbas, they are mistaken. Putin has not abandoned his plan to destroy and occupy Ukraine. Today's nightly missile strikes from strategic aviation in Odesa confirm this.… https://t.co/WRqXmFzEgz","London, England",0,0,United Kingdom,Europe,UA_struggle Ifanyone thinks Russia waging territory Donbas mistaken Putin abandoned plan destroy occupy Ukraine Today nightly missile strikes strategic aviation Odesa confirm
2318,1.56e+18,2022-08-17 08:21:18+00:00,"Germany's response to Russia's invasion of Ukraine has been dismal. Why would anyone believe that Germany's response to a conflict in Asia could somehow be better?

https://t.co/47jEFLQoWJ","London, England",1,12,United Kingdom,Europe,Germany response Russia invasion Ukraine dismal would anyone believe Germany response conflict Asia could somehow better
2319,1.56e+18,2022-08-17 08:20:58+00:00,President Zelensky can #Veto5371 -- a bill that strips protections from millions of workers. Ask him now: https://t.co/DwInBKgpR4 #Ukraine,"London, England",0,0,United Kingdom,Europe,President Zelensky bill strips protections millions workers
2320,1.56e+18,2022-08-17 08:20:48+00:00,Russian rockets strike Odesa in southern Ukraine https://t.co/E3ED2xePYV,"London, England",0,0,United Kingdom,Europe,Russian rockets strike Odesa southern Ukraine
2322,1.56e+18,2022-08-17 08:19:46+00:00,‼️🇷🇺🇺🇦 The crews of the MLRS of the 1st tank army continue to destroy the positions of the Armed Forces of Ukraine in the Slavic direction. The Russian troops were able to provide a significant advantage over the Armed Forces of Ukraine in artillery #Russia #Ukraine https://t.co/Eg2uo1IwVl,"London, England",0,0,United Kingdom,Europe,crews MLRS tank army continue destroy positions Armed Forces Ukraine Slavic direction Russian troops able provide significant advantage Armed Forces Ukraine artillery
2323,1.56e+18,2022-08-17 08:26:53+00:00,Everyday russian terror acts in #Ukraine #RussiaIsATerroristState #RussianWarCrimes #RussiaTerroristState https://t.co/rWNjU7X1tK,Україна,1,1,Ukraine,Europe,Everyday russian terror acts
2325,1.56e+18,2022-08-17 08:19:41+00:00,"1) Russia-Ukraine war: Odesa region hit by Russian missile attack, says area’s spokesman – live https://t.co/QVCM2oejls","London, England",0,0,United Kingdom,Europe,Russia-Ukraine Odesa region Russian missile attack says areas spokesman live
2327,1.56e+18,2022-08-17 08:19:34+00:00,"Santos approved a $2.6 billion oil-field development in Alaska, saying the project can bolster energy security as countries diversify supply away from Russia after the invasion of Ukraine https://t.co/wfoEVIAr7i","London, England",0,0,United Kingdom,Europe,Santos approved billion oil-field development Alaska saying project bolster energy security countries diversify supply away Russia invasion Ukraine
2328,1.56e+18,2022-08-17 08:19:32+00:00,"2/2
... the conflict to the West and Ukraine, were quite effective,"" says Sarts.  What has been done to combat disinformation in Western Europe has not been done in much of the world, so ""Russia had a much more free hand to act in these circles,"" explains the interlocutor(...)"".","London, England",0,0,United Kingdom,Europe,conflict West Ukraine quite effective says Sarts What done combat disinformation Western Europe done much world Russia much free hand circles explains interlocutor
2329,1.56e+18,2022-08-17 08:26:10+00:00,Everyday russian terror acts in #Ukraine #RussiaIsATerroristState #RussianWarCrimes #RussiaTerroristState https://t.co/Z9dOpVMdOW,Україна,1,1,Ukraine,Europe,Everyday russian terror acts
2330,1.56e+18,2022-08-17 08:19:28+00:00,"Article Link: https://t.co/8obhVQuFZ1 
22,000 teachers left Ukraine abroad due to war

Please Follow us to help the people of Ukraine 

#ukrainewar #ukraine #war #army #military  #specialforces #russia #nato #donetsk #soldiers #ukrainenews #odessa #ukrainianarmy #lviv #victory  #","London, England",0,2,United Kingdom,Europe,Article Link teachers left Ukraine abroad warPlease Follow help people Ukraine
2331,1.56e+18,2022-08-17 08:19:16+00:00,Russia-Ukraine updates: Zelenskyy warns of explosions at Russian bases | News | DW https://t.co/q7IJYKyVq4,"London, England",0,0,United Kingdom,Europe,Russia-Ukraine updates Zelenskyy warns explosions Russian bases News
2332,1.56e+18,2022-08-17 08:19:11+00:00,"PM Hun Sen Hopes Russia-Ukraine War Ends Soon (Video Inside)

https://t.co/0X99YtM4R3","London, England",0,0,United Kingdom,Europe,Hopes Russia-Ukraine Ends Soon Video Inside
2334,1.56e+18,2022-08-17 08:18:55+00:00,"1️⃣7️⃣5️⃣ days of full-scale #Russia’s war on #Ukraine.

Information on #Russian invasion.
Losses of the Russian armed forces in Ukraine, August 17. https://t.co/Zr2oXryuGo","London, England",0,14,United Kingdom,Europe,days full-scale .Information invasion.Losses Russian armed forces Ukraine August
2337,1.56e+18,2022-08-17 08:18:46+00:00,"#UkraineRussiaWar | Its arrival in Syria’s port of Tartus shows how complicated and murky international trade and shipping can be.

#UkraineRussianWar #Russia #Ukraine️ #Syria #RussianUkrainianWar 

https://t.co/BRccZnuMEB","London, England",0,0,United Kingdom,Europe,arrival Syrias port Tartus shows complicated murky international trade shipping
2338,1.56e+18,2022-08-17 08:18:16+00:00,"#Ukraine: Probable #HIMARS Strike in #Lysychansk (08/16)

Aftermath of a #HIMARSoCLOCK strike in Lysychans'k. 
Building 1 - ➢ 48.91748165864277, 38.424480378926205
 Building 2 - ➣ 48.914163, 38.424479

#HIMARSTime
#ArmUkraineNow
#ATACMS #ATACMSForUkraine https://t.co/Ag2lPIO21B","London, England",0,5,United Kingdom,Europe,Probable Strike 08/16 Aftermath strike Lysychans Building Building
2347,1.56e+18,2022-08-17 08:17:40+00:00,"A few words about #Zelensky's patriotism.
The film studios of the current President of #Ukraine continue to work in #Russia. They just changed owners, but the owners remained the same. #war_in_ukraine https://t.co/7ws92hGOQU","London, UK",0,1,United Kingdom,Europe,words patriotism.The film studios current President continue work They changed owners owners remained
2348,1.56e+18,2022-08-17 08:17:14+00:00,"-
Moldovan President Maia Sandu ordered to bring to justice residents of the country who support Russia's actions in Ukraine.
- https://t.co/MSOvaJ3upB","London, UK",0,0,United Kingdom,Europe,-Moldovan President Maia Sandu ordered bring justice residents country support Russia actions Ukraine.-
2350,1.56e+18,2022-08-17 08:16:38+00:00,"Ukraine: UN General Secretary Antonio Guterres, Zelensky &amp; Erdogan To Meet Thursday In Lviv
https://t.co/JlXDx7IdJE","London, UK",2,6,United Kingdom,Europe,Ukraine General Secretary Antonio Guterres Zelensky Erdogan Meet Thursday Lviv
2351,1.56e+18,2022-08-17 08:16:33+00:00,""" #EUROPE CONTINUES SHIPPING HEAVY #MILITARY EQUIPMENT TO #UKRAINE, WEDNESDAY VOLUME #AMUNITION AT 42.2 TONS 8:58 AM Aug 17, 2022"", by First Squawk @FirstSquawk ... $SPY","London, UK",0,1,United Kingdom,Europe,CONTINUES SHIPPING HEAVY EQUIPMENT WEDNESDAY VOLUME TONS First Squawk
2353,1.56e+18,2022-08-17 08:16:03+00:00,"Ukraine nuclear power company says #Russia attacked website
https://t.co/4HUZWqlnYd","London, UK",0,0,United Kingdom,Europe,Ukraine nuclear power company says attacked website
2356,1.56e+18,2022-08-17 08:16:01+00:00,"Germany, Germany..
#PutinWarCriminal 
#Ukraine
#RussiaIsATerroristState https://t.co/9Z2hh91YtQ","London, UK",0,0,United Kingdom,Europe,Germany Germany
2358,1.56e+18,2022-08-17 08:15:52+00:00,Ukraine has warned Russia that a series of spectacular strikes hundreds of miles into Crimea are just the beginning of a campaign to free the peninsula that was annexed by President Putin in 2014 https://t.co/CDC2z5OXOc,"London, UK",14,58,United Kingdom,Europe,Ukraine warned Russia series spectacular strikes hundreds miles Crimea beginning campaign free peninsula annexed President Putin
2359,1.56e+18,2022-08-17 08:15:50+00:00,"""The first U.N. ship transporting Ukrainian grain to Africa has set sail."" by BY CARLY OLSON AND FARNAZ FASSIHI via NYT New York Times https://t.co/GInT6HgXOj","London, UK",0,0,United Kingdom,Europe,first U.N. ship transporting Ukrainian grain Africa sail CARLY OLSON FARNAZ FASSIHI York Times
2360,1.56e+18,2022-08-17 08:15:32+00:00,"My latest article from #Ukraine. I covered @MSF @Ukrzaliznytsia &amp; @MoH_Ukraine medical referral train, that evacuates injured patients from Eastern Ukraine to the West of the country. Impressive operation, resilient, full of hope &amp; valor. @letzjournal 
https://t.co/oMwzx9ZqIk https://t.co/jVieJE3WoQ","London, UK",1,2,United Kingdom,Europe,latest article covered medical referral train evacuates injured patients Eastern Ukraine West country Impressive operation resilient full hope valor
2362,1.56e+18,2022-08-17 08:15:03+00:00,"Ukraine nuclear power company says #Russia attacked website
https://t.co/HK2IeDVp8t","London, UK",0,0,United Kingdom,Europe,Ukraine nuclear power company says attacked website
2364,1.56e+18,2022-08-17 08:15:01+00:00,"How did the war in Ukraine test the limits of the ""no-limits"" Russo-Chinese friendship?🤝

Read the analysis from China Dialogues ⬇️
https://t.co/2Z8uXJgXDz","London, UK",1,0,United Kingdom,Europe,Ukraine test limits no-limits Russo-Chinese friendship Read analysis China Dialogues
2366,1.56e+18,2022-08-17 08:15:01+00:00,"Originally, many thought it would be over in days, then weeks.  The #Russian invasion of #Ukraine is now approaching 6 months.  With offensive weapons, like HIMARS, this war is going very different for Ukraine now.   https://t.co/oSw5jYE2P4","London, UK",5,7,United Kingdom,Europe,Originally many thought would days weeks invasion approaching months With offensive weapons like HIMARS going different Ukraine
2368,1.56e+18,2022-08-17 08:14:52+00:00,"""He had begun to suspect that some Western officials wanted him to flee so that Russia could install a puppet government that would come to a negotiated settlement with NATO powers.""
As if Ukraine needed him to resist. As if he was part of Ukraine's fight since 2014.","London, UK",0,1,United Kingdom,Europe,begun suspect Western officials wanted flee Russia could install puppet government would come negotiated settlement NATO powers Ukraine needed resist part Ukraine fight since
2372,1.56e+18,2022-08-17 08:14:48+00:00,"""The first U.N. ship transporting Ukrainian grain to Africa has set sail."" by BY CARLY OLSON AND FARNAZ FASSIHI via NYT New York Times https://t.co/EedznXORtt","London, UK",0,0,United Kingdom,Europe,first U.N. ship transporting Ukrainian grain Africa sail CARLY OLSON FARNAZ FASSIHI York Times
2459,1.56e+18,2022-08-17 08:01:55+00:00,"#Russia has not found the right strategy in #Ukraine yet. 
""There remains... a mismatch between the Kremlin’s goals for Ukraine and the forces it has to deliver them.""  
@MassDara 
https://t.co/sTizH9sHvC via @ForeignAffairs","Marbella, Spain",1,1,United Kingdom,Europe,found right strategy There remains mismatch Kremlins goals Ukraine forces deliver
2460,1.56e+18,2022-08-17 08:01:21+00:00,We recently helped Ivan load his van full of aid to take to Ukraine…. keep an eye on our page over the next while for an update on what happened to the aid sent to help those fleeing the war in Ukraine #help #aid #ukraine #ukrainecrisis #stellasvoiceuk https://t.co/lvK7iE50x4,"Marbella, Spain",0,1,United Kingdom,Europe,recently helped Ivan load full take Ukraine keep page next update happened sent help fleeing Ukraine
2462,1.56e+18,2022-08-17 08:01:16+00:00,"After Russia’s invasion of Ukraine, our Plan shows how to ease oil market strains &amp; reduce pain from high prices.

Governments can lead the way. But by taking action voluntarily, citizens &amp; companies can make an impact while also saving money.

More 👉 https://t.co/mqRSmTNjUe https://t.co/asWvmFrOIs","Marbella, Spain",6,7,United Kingdom,Europe,After Russias invasion Ukraine Plan shows ease market strains reduce pain high prices.Governments lead taking action voluntarily citizens companies make impact also saving money.More
2465,1.56e+18,2022-08-17 08:01:11+00:00,"The problem is the West sees the state Ukraine as a victim while the victims are the civilians in Ukraine.

They are victims of war crimes by Russia and by Ukraine. https://t.co/MudvHG3OUt","Marbella, Spain",0,1,United Kingdom,Europe,problem West sees state Ukraine victim victims civilians Ukraine.They victims crimes Russia Ukraine
2467,1.56e+18,2022-08-17 08:01:11+00:00,Ukraine war: Thousands of Jews quit Russia amid fears of persecution - BBC News https://t.co/FO6lniizTf,"Marbella, Spain",11,7,United Kingdom,Europe,Ukraine Thousands Jews quit Russia amid fears persecution News
